id,lat,lng,street_count
751,21.0019349,105.8357382,2
752,21.0041207,105.8377372,1
753,20.9985154,105.8391842,3
754,21.0029004,105.8355443,1
755,21.0026719,105.8356148,2
756,21.0029018,105.8360586,3
757,20.9991234,105.8392063,3
758,21.0053544,105.8412936,4
759,21.0074015,105.8409983,4
760,21.0105235,105.8363554,4
761,21.0110771,105.8367953,4
762,21.0111798,105.8368974,4
763,21.0108797,105.8369694,4
764,21.0110089,105.836891,4
765,21.0075925,105.8410955,4
766,21.0070308,105.8323301,2
767,21.0069085,105.832178,2
768,21.0080943,105.8388719,2
769,21.0094117,105.8376464,4
770,21.0095491,105.8375337,4
771,21.0095489,105.8376584,4
772,21.0074346,105.8410312,2
773,21.0074621,105.8410621,2
774,21.0074915,105.8410808,2
775,21.0075397,105.8410922,2
776,21.004432,105.8412682,4
777,20.9981531,105.8411411,4
778,21.0000578,105.841058,1
779,21.0000593,105.8412002,3
780,21.0000608,105.8411169,2
781,21.00176,105.8301464,2
782,21.0080894,105.8271943,4
783,21.0080286,105.8271671,4
784,21.0090573,105.8245318,4
785,21.0092349,105.8246237,4
786,21.0083225,105.8265004,3
787,21.0069778,105.8294801,3
788,21.0076611,105.8283022,3
789,21.0074992,105.8282268,3
790,21.0075962,105.8284087,2
791,21.007456,105.8283428,2
792,21.0063882,105.8310305,4
793,21.0062474,105.8309478,4
794,21.0064426,105.830619,2
795,21.0073434,105.8288975,3
796,21.0077733,105.8280466,4
797,21.0104207,105.8250477,3
798,21.0058306,105.8227842,4
799,21.0054936,105.8226298,4
800,21.0046118,105.841001,1
801,21.0040869,105.8408857,2
802,21.0042094,105.8401901,4
803,21.004159,105.8390374,4
804,21.0040685,105.8385931,4
805,21.0040839,105.8395653,2
806,21.00373,105.8372675,3
807,21.0013757,105.8412209,2
808,21.0017416,105.8412279,2
809,21.0033212,105.8206451,2
810,21.00335,105.8205673,2
811,21.0095894,105.8382737,2
812,21.0107034,105.8371789,3
813,21.0013301,105.8275581,2
814,21.0016158,105.8265124,2
815,21.0063121,105.8314193,4
816,21.0064256,105.8313145,4
817,21.0065963,105.8315376,3
818,21.0020704,105.8295885,4
819,21.0031139,105.830006,4
820,21.003675,105.8301865,4
821,21.0041344,105.8302616,4
822,21.0048585,105.8309557,1
823,21.0049401,105.83063,4
824,21.0033324,105.8206028,2
825,21.0032688,105.8206996,2
826,21.0031473,105.8207341,3
827,21.0057325,105.8323704,2
828,21.0056712,105.8324683,2
829,21.0059057,105.8327195,2
830,21.0068852,105.832147,3
831,21.0067918,105.8322171,2
832,21.0066915,105.8322805,2
833,21.0061995,105.8324884,2
834,21.0062013,105.835346,4
835,21.0060222,105.8352738,4
836,21.0061475,105.835061,4
837,21.0072718,105.8349059,4
838,21.0082004,105.8339738,2
839,21.0085189,105.8338633,3
840,21.0081583,105.8339383,3
841,21.00822,105.8340074,3
842,21.0084806,105.8338013,2
843,21.0083103,105.8339743,3
844,21.0082014,105.8338349,2
845,21.0075028,105.8346205,3
846,21.0106449,105.8371999,3
847,21.0101565,105.8359137,3
848,21.0096526,105.835409,3
849,21.0046691,105.8357656,2
850,21.0053342,105.835576,1
851,21.0053447,105.8354821,4
852,21.0082579,105.83372,3
853,21.0089445,105.8386416,3
854,21.0082389,105.8336224,2
855,21.0081731,105.833676,2
856,21.0070575,105.8323625,3
857,21.0122971,105.8281158,1
858,21.0124024,105.8287822,3
859,21.0108849,105.8367867,3
860,21.011103,105.8369661,4
861,21.0108009,105.8368691,3
862,21.0082183,105.832104,4
863,21.0089044,105.8315669,2
864,21.0087241,105.8309121,1
865,21.0090824,105.8315328,3
866,21.0080292,105.831663,3
867,21.0083226,105.8320118,3
868,21.0079133,105.8320054,1
869,21.0080794,105.8322228,3
870,21.0075711,105.8327051,4
871,21.0140257,105.8341953,3
872,21.013998,105.8338429,2
873,21.0141362,105.8339759,4
874,21.0015193,105.835213,1
875,21.0016776,105.8360523,3
876,21.0019912,105.8371424,1
877,21.0018341,105.8360524,3
